dept,siren,epci_nom,i005,i006,i010,i012,i015,i017,i032,i033,i034,i035,i036,i037,i038,i043,i044,i047,i048,i049,i051,i052,i053,i054,i056,i057,i058,i064,i065,i066,i067,i068,i069,i070,i071,i072,i073,i077,i083,i084,i085,i086,i087,i089,i094,i095,i096,i097,i106,i108,i110,i111,i112,i113,i114,i115,i119,i126,i127,i128,i129,i130,i131,i134,i135,i142,i147,i148,i149,i150,i151,i156,i157,i158,i161,i162,i164
01,200029999,CC Rives de l'Ain - Pays du Cerdon,85.1,38.76,41.67,76.65,0.0,0.0,50.0,53.68,51.69,78.67,11.19,100.0,38.95,46.36,53.03,66.45,48.04,45.09,21.84,0.0,0.0,0.6,26.43,16.98,0.0,0.0,64.29,29.15,41.44,49.63,32.35,0.0,91.27,100.0,20.87,32.35,33.47,37.94,0.96,0.0,6.89,43.8,52.96,100.0,0.0,68.3,0.0,48.31,38.46,78.3,0.58,11.43,41.12,100.0,53.85,68.38,63.26,53.97,29.72,100.0,62.86,53.57,47.59,23.89,23.81,49.4,93.22,11.48,60.92,100.0,30.68,64.24,84.0,56.07,52.26
01,200040350,CC Bugey Sud,93.06,0.0,52.78,64.73,6.25,0.0,50.0,49.51,48.31,56.67,35.95,48.46,40.12,52.55,54.92,38.3,47.19,46.63,28.72,29.03,0.0,0.4,25.34,15.9,86.03,20.0,0.0,21.25,46.04,44.44,9.42,0.0,100.0,100.0,47.79,40.22,41.27,43.24,64.42,0.0,59.99,43.8,45.4,100.0,0.0,52.33,0.0,47.26,0.0,95.87,14.04,19.19,72.41,96.57,53.85,64.58,54.92,52.98,35.48,43.0,62.83,48.21,27.01,75.78,49.14,68.75,0.0,0.0,65.52,100.0,25.1,82.07,24.0,56.07,45.74
01,200042497,CC Dombes Saône Vallée,49.56,100.0,0.0,40.63,38.02,0.0,50.0,53.92,75.84,100.0,29.16,100.0,65.7,64.55,34.09,94.57,97.63,65.34,24.25,12.9,0.0,1.81,87.13,28.94,33.61,46.67,78.57,12.2,33.94,75.56,51.52,0.0,0.0,50.0,52.51,0.0,27.57,33.09,26.28,4.0,35.9,43.8,71.27,88.89,0.0,82.62,0.0,68.35,22.56,0.0,0.79,100.0,43.79,0.0,61.54,86.04,79.17,69.21,23.83,100.0,54.63,50.0,42.17,30.31,72.95,64.22,100.0,1.13,57.47,50.0,46.08,29.57,100.0,56.07,65.58
01,200042935,CA Haut-Bugey Agglomération,61.02,0.0,55.56,75.82,14.58,16.54,0.0,53.31,56.46,98.0,100.0,40.77,36.63,56.0,40.66,63.62,63.71,52.45,26.14,24.19,0.0,0.6,47.54,17.33,45.62,0.0,0.0,35.89,38.04,42.22,58.72,0.0,100.0,0.0,12.13,56.42,32.68,20.29,0.0,0.0,18.82,43.8,41.36,100.0,50.0,50.65,0.0,66.24,0.0,38.35,20.36,0.0,95.47,100.0,46.15,65.91,32.95,49.34,29.59,0.0,38.08,42.86,1.51,100.0,55.0,53.44,0.0,0.0,65.52,100.0,22.71,85.0,80.0,56.07,38.06
01,200069193,CC de la Dombes,48.65,74.27,0.0,39.8,71.02,17.21,75.0,53.92,66.01,100.0,43.44,100.0,61.63,56.91,44.32,64.17,64.33,51.84,30.61,8.06,0.0,0.8,7.75,20.05,0.0,0.0,100.0,18.23,32.02,57.41,30.38,0.0,0.0,100.0,100.0,50.95,36.34,41.91,51.92,0.0,41.05,43.8,62.14,100.0,0.0,69.12,0.0,47.26,0.0,92.79,1.08,100.0,53.29,53.0,53.85,75.4,73.11,63.25,30.52,83.67,75.84,53.57,44.78,30.48,61.76,45.96,12.99,0.0,62.07,50.0,35.46,89.24,74.0,56.07,62.23
01,200070118,CC Val de Saône Centre,36.11,100.0,0.0,27.45,,0.0,75.0,55.39,64.61,100.0,0.62,100.0,65.7,53.45,48.61,74.2,93.57,57.06,21.84,25.81,0.0,1.01,5.43,20.99,80.07,0.0,100.0,0.0,36.13,62.22,40.05,0.0,0.0,100.0,0.0,17.5,26.82,27.5,3.53,0.0,1.56,43.8,66.54,100.0,0.0,62.97,75.44,50.42,0.0,38.7,0.0,100.0,49.79,0.0,61.54,80.34,76.89,61.92,19.28,100.0,70.76,55.36,43.57,15.16,73.33,57.99,56.31,0.0,59.77,100.0,34.66,40.43,90.0,56.07,64.55
01,200070555,CC de la Veyle,60.96,100.0,0.0,29.21,35.42,100.0,75.0,50.88,60.39,100.0,15.59,100.0,65.7,55.27,51.64,68.77,72.59,52.76,21.15,22.58,0.0,0.6,0.0,16.7,18.92,6.67,91.07,6.62,35.03,63.7,30.88,0.0,0.0,0.0,16.87,0.0,23.71,32.06,0.0,0.0,0.0,43.8,63.69,0.0,0.0,76.03,0.0,36.71,0.0,78.48,8.31,100.0,60.62,13.0,69.23,79.39,72.73,68.21,22.36,100.0,71.41,55.36,52.71,25.86,69.33,63.7,100.0,0.0,63.22,100.0,25.63,62.72,70.0,56.07,59.45
01,200071371,CC Bresse et Saône,100.0,100.0,44.44,25.64,,0.0,75.0,53.43,56.18,100.0,0.0,100.0,55.81,59.64,47.85,66.67,80.54,52.45,16.51,0.0,0.0,0.6,8.46,14.57,0.0,6.67,82.14,20.79,29.33,53.33,34.32,0.0,0.0,50.0,31.19,0.0,24.17,30.59,0.0,0.0,10.77,43.8,66.9,100.0,50.0,67.32,84.21,57.81,0.0,98.9,0.0,100.0,41.71,63.71,76.92,77.68,71.59,59.93,17.4,100.0,68.39,55.36,47.49,40.36,70.71,59.11,0.0,0.0,65.52,50.0,33.07,42.83,66.0,56.07,58.45
01,200071751,CA du Bassin de Bourg-en-Bresse,88.93,93.6,26.39,49.15,46.41,0.0,50.0,48.9,59.55,100.0,95.86,67.31,54.65,57.64,36.49,73.66,73.66,51.84,29.75,24.19,0.0,1.11,48.76,24.06,67.3,0.0,73.21,24.74,39.36,65.19,47.09,0.0,30.95,0.0,0.0,26.91,32.82,52.06,42.95,0.0,71.57,43.8,55.13,100.0,100.0,69.08,0.0,64.14,0.0,89.88,1.08,100.0,68.09,42.86,53.85,61.54,53.79,54.3,21.69,73.33,95.71,48.21,57.73,100.0,39.81,55.7,63.65,9.07,,0.0,31.74,78.48,54.0,56.07,50.94
01,240100610,CC de la Côtière à Montluel,0.0,74.27,0.0,96.57,0.0,0.0,25.0,58.82,70.79,100.0,65.9,100.0,66.28,63.27,37.37,80.22,92.9,56.75,39.38,0.0,3.0,1.21,36.37,27.31,23.4,20.0,75.0,12.2,46.64,80.37,55.77,0.0,35.45,0.0,79.2,18.37,30.58,29.56,23.4,28.0,4.86,43.8,67.01,0.0,100.0,65.83,0.0,74.68,0.0,0.0,4.26,100.0,44.35,1.86,46.15,82.05,68.94,48.68,21.82,99.67,51.45,50.0,12.75,85.5,77.24,48.49,100.0,10.24,57.47,0.0,30.94,74.35,100.0,56.07,51.1
01,240100750,CA du Pays de Gex,100.0,100.0,47.22,96.91,39.58,27.82,0.0,63.24,78.09,56.67,81.76,100.0,62.79,69.64,35.98,87.72,87.95,64.11,44.71,69.35,0.0,2.72,0.0,39.69,100.0,0.0,0.0,13.12,0.0,35.19,61.18,0.0,100.0,100.0,100.0,4.41,11.78,68.68,63.78,96.0,20.44,43.8,62.87,0.0,50.0,57.95,0.0,76.79,0.0,0.0,5.12,2.81,75.0,100.0,46.15,68.38,53.03,58.94,20.35,0.0,22.15,0.0,0.0,0.0,63.67,37.21,0.0,35.11,57.47,100.0,28.02,87.39,100.0,56.07,52.16
01,240100800,CC de Miribel et du Plateau,62.5,100.0,0.0,82.76,0.0,0.0,25.0,80.88,66.57,100.0,60.88,100.0,60.47,66.0,23.48,93.77,96.7,63.19,40.24,64.52,3.0,2.21,80.01,34.24,68.77,13.33,100.0,21.95,35.41,64.07,33.01,0.0,0.0,100.0,55.41,0.0,37.27,18.09,37.82,8.0,5.67,43.8,65.92,43.89,0.0,69.53,66.67,82.07,0.0,0.0,6.89,100.0,22.03,0.0,53.85,77.11,70.83,58.28,19.01,75.0,40.59,44.64,46.89,100.0,86.52,76.12,41.43,33.94,60.92,100.0,39.18,48.15,100.0,56.07,62.9
01,240100883,CC de la Plaine de l'Ain,91.11,21.13,41.67,77.74,48.75,0.0,50.0,53.1,60.39,100.0,50.75,100.0,54.07,50.18,45.71,74.31,75.09,48.77,31.13,12.9,0.0,1.11,10.03,20.02,54.0,0.0,0.0,19.86,59.57,53.7,47.75,0.0,75.93,0.0,68.08,0.0,33.13,27.94,22.12,0.0,3.18,43.8,59.51,50.56,50.0,63.97,19.3,54.64,0.0,33.36,4.23,61.77,56.03,35.14,46.15,70.85,64.39,54.97,27.58,88.33,45.92,50.0,28.92,79.24,56.43,56.51,12.05,100.0,59.77,0.0,29.61,76.2,100.0,56.07,56.26
01,240100891,CC Terre Valserhône (CCTV),100.0,47.37,47.22,97.09,2.08,0.0,25.0,58.33,58.71,96.67,100.0,100.0,31.4,54.55,46.72,62.9,64.02,53.07,38.35,48.39,0.0,0.4,100.0,15.62,0.0,0.0,0.0,31.01,2.55,30.74,0.0,0.0,100.0,50.0,100.0,48.67,31.41,53.68,20.83,32.0,30.17,43.8,49.8,0.0,100.0,60.32,100.0,63.08,0.0,35.22,28.2,0.0,89.82,100.0,46.15,65.15,42.8,40.07,20.08,7.67,27.32,25.0,13.86,52.39,42.48,18.18,0.0,100.0,60.92,100.0,19.79,85.54,100.0,56.07,51.0
02,200040426,CC du Val de l'Oise,0.0,100.0,98.61,30.74,16.67,0.0,75.0,51.84,44.38,100.0,0.0,100.0,48.26,34.91,32.07,32.57,17.72,53.68,18.92,0.0,0.0,0.3,100.0,12.28,0.0,26.67,100.0,25.44,51.85,2.96,17.77,33.55,0.0,50.0,0.0,78.34,19.68,30.0,0.0,0.0,100.0,26.65,45.04,71.94,0.0,33.87,28.07,14.56,0.0,49.38,,100.0,2.12,0.0,69.23,75.4,48.11,31.13,38.55,20.0,33.82,50.0,38.65,34.1,35.57,59.22,0.0,0.0,65.52,0.0,20.32,50.22,50.0,30.0,51.42
02,200043495,CA du Pays de Laon,0.0,100.0,98.61,63.56,30.85,0.0,25.0,51.47,46.63,100.0,100.0,0.0,45.93,51.09,28.66,77.39,91.83,49.69,30.27,9.68,0.0,0.91,100.0,21.51,0.51,13.33,100.0,44.48,54.2,34.81,43.65,33.55,55.03,50.0,20.44,45.72,28.39,69.12,63.46,0.0,43.43,26.65,37.43,100.0,100.0,61.89,0.0,67.3,12.59,20.58,0.0,80.25,7.35,0.0,69.23,56.22,15.91,21.85,19.68,64.33,35.25,39.29,60.44,100.0,50.86,73.12,0.0,14.12,64.37,50.0,17.13,44.02,70.0,30.0,46.39
02,200071769,CC Picardie des Châteaux,61.92,100.0,97.22,67.71,73.57,22.67,50.0,52.21,44.94,100.0,0.0,0.0,47.09,32.73,43.31,42.46,0.0,50.61,21.32,0.0,0.0,0.2,100.0,10.77,0.0,0.0,64.29,50.29,43.69,15.56,0.0,33.55,73.81,100.0,56.5,75.61,21.8,63.97,75.32,0.0,28.37,26.65,40.4,100.0,0.0,60.36,3.51,5.06,0.0,84.11,3.37,85.73,15.59,0.0,69.23,74.07,42.8,26.49,34.54,59.0,43.51,50.0,21.18,27.35,30.67,60.21,0.0,0.0,64.37,100.0,11.82,49.35,58.0,30.0,52.06
02,200071785,CA Chauny Tergnier La Fère,0.0,100.0,98.61,38.39,72.44,33.57,50.0,50.29,36.24,100.0,99.56,0.0,40.7,40.18,22.1,75.07,79.29,50.31,28.37,0.0,0.0,0.3,100.0,12.2,0.0,0.0,100.0,39.37,60.78,6.67,25.14,33.55,41.8,0.0,99.09,61.27,18.39,62.79,44.55,0.0,29.59,26.65,36.27,94.44,50.0,55.31,56.14,62.03,24.09,40.58,0.0,85.53,6.59,2.0,69.23,64.58,21.59,21.85,22.76,39.33,22.96,46.43,11.35,63.76,68.33,70.36,0.0,0.0,63.22,0.0,12.62,28.7,66.0,30.0,45.45
02,200071892,CA du Saint-Quentinois,0.0,100.0,100.0,75.27,,36.18,25.0,48.16,36.52,100.0,100.0,0.0,32.56,50.0,23.11,85.65,91.03,57.98,38.69,9.68,0.0,1.11,100.0,22.92,29.59,100.0,100.0,51.68,78.36,14.81,70.84,33.55,0.0,0.0,0.0,46.03,23.38,53.24,46.79,0.0,17.6,26.65,32.37,78.61,100.0,55.56,29.82,81.01,0.0,0.58,0.0,100.0,0.0,0.0,61.54,54.13,12.12,21.85,18.61,23.33,25.63,39.29,39.76,100.0,62.52,71.61,0.0,0.0,64.37,0.0,9.96,36.3,54.0,30.0,40.65
02,200071983,CC Thiérache Sambre et Oise,0.0,88.72,98.61,42.96,31.05,44.67,50.0,45.59,24.44,100.0,12.07,100.0,25.0,32.0,35.73,28.33,26.79,41.72,24.94,0.0,0.0,0.1,100.0,7.36,82.7,20.0,67.86,51.68,61.71,3.33,0.0,33.55,0.0,100.0,0.0,70.69,22.25,53.09,73.72,0.0,19.17,26.65,32.02,100.0,50.0,37.4,0.0,29.32,0.0,98.32,0.0,100.0,17.65,0.0,76.92,68.57,7.58,3.64,48.19,0.0,41.43,44.64,0.0,65.57,57.0,44.09,0.0,0.0,70.11,100.0,8.1,26.09,50.0,30.0,39.03
02,200071991,CC Retz en Valois,0.0,89.47,93.06,0.0,54.17,9.87,25.0,56.86,58.15,94.0,74.19,1.92,53.49,41.64,30.05,30.98,26.07,52.76,32.16,17.74,0.0,4.12,100.0,21.02,27.05,0.0,83.93,22.88,23.91,15.19,57.25,33.55,65.87,100.0,0.0,66.49,21.42,40.0,3.53,0.0,42.27,26.65,41.83,62.78,0.0,28.77,0.0,38.82,0.0,30.51,0.0,100.0,0.0,0.0,69.23,71.79,52.65,36.09,29.72,71.0,29.82,50.0,17.17,50.91,42.24,43.96,0.0,0.0,64.37,100.0,16.33,41.09,74.0,30.0,55.68
02,200072031,CA de la Région de Château-Thierry,0.0,90.44,93.06,0.0,55.03,0.0,25.0,49.79,47.19,100.0,65.55,100.0,44.77,43.09,43.06,48.59,27.72,52.15,38.87,11.29,0.0,0.5,100.0,14.33,0.0,33.33,91.07,31.01,35.74,21.48,63.14,33.55,34.66,50.0,0.0,67.36,27.29,44.26,40.06,0.0,11.41,26.65,37.35,100.0,50.0,41.4,38.6,46.2,0.0,81.05,0.0,100.0,0.0,0.0,69.23,66.29,41.67,28.81,28.51,19.33,61.69,48.21,36.04,70.51,33.57,57.55,36.35,0.0,63.22,0.0,9.69,31.52,72.0,30.0,49.55
02,240200444,CC de la Thiérache du Centre,0.0,81.89,100.0,0.0,34.47,0.0,75.0,45.8,29.21,100.0,36.3,16.15,29.65,31.45,38.51,14.67,0.0,40.18,32.5,0.0,0.0,0.1,100.0,6.93,11.34,0.0,80.36,38.91,53.16,16.3,0.0,33.55,0.0,50.0,0.0,78.22,23.4,21.76,0.0,0.0,16.33,26.65,37.17,100.0,100.0,38.25,0.0,28.27,0.0,99.64,0.0,100.0,47.82,0.0,76.92,69.33,25.38,32.45,47.66,55.0,52.29,48.21,10.64,93.74,25.05,40.94,0.0,0.0,67.82,100.0,5.71,45.33,52.0,30.0,40.71
02,240200469,CC du Pays de la Serre,0.0,100.0,100.0,81.18,57.25,15.26,50.0,45.59,35.11,100.0,0.0,0.0,40.12,30.73,39.39,0.0,0.0,45.71,24.42,0.0,0.0,0.3,100.0,9.73,0.0,0.0,94.64,15.21,41.28,0.0,7.13,33.55,0.0,100.0,0.0,85.39,15.05,27.5,37.18,0.0,91.49,26.65,40.74,100.0,0.0,33.1,0.0,20.89,26.16,41.39,0.0,100.0,1.82,0.0,69.23,76.73,40.15,11.26,43.78,53.67,36.36,51.79,30.62,32.45,20.62,42.76,0.0,0.0,68.97,0.0,12.62,55.0,70.0,30.0,47.32
02,240200477,CA GrandSoissons Agglomération,0.0,87.97,97.22,68.45,,24.06,25.0,57.35,43.26,100.0,100.0,25.77,56.4,51.27,24.49,87.61,80.58,53.37,35.77,25.81,0.0,0.91,100.0,37.75,50.43,13.33,100.0,50.75,78.14,49.26,64.13,33.55,23.02,0.0,0.0,2.4,26.66,54.71,62.5,0.0,36.54,26.65,31.9,61.94,100.0,64.71,100.0,76.79,23.9,0.0,0.0,100.0,0.0,0.0,69.23,55.84,15.91,23.84,19.68,26.0,27.8,41.07,39.36,100.0,66.67,81.77,0.0,20.44,63.22,50.0,13.94,5.22,48.0,30.0,44.03
02,240200493,CC du Pays du Vermandois,0.0,100.0,100.0,60.53,26.12,19.27,50.0,46.76,38.48,100.0,0.0,27.69,41.28,35.45,26.64,34.24,29.78,53.37,24.76,0.0,0.0,0.3,100.0,14.43,0.0,0.0,100.0,34.49,59.9,4.44,21.05,33.55,0.0,100.0,0.0,79.76,14.13,32.5,21.79,0.0,22.81,26.65,37.64,74.72,0.0,52.22,56.14,38.82,0.0,20.87,0.0,100.0,0.0,0.0,69.23,76.92,31.82,21.52,38.69,55.33,21.98,46.43,17.57,23.72,44.81,62.73,0.0,0.0,70.11,100.0,8.63,49.35,78.0,30.0,49.26
02,240200501,CC du Val de l'Aisne,0.0,94.6,98.61,41.9,45.76,31.26,50.0,50.49,51.97,100.0,0.0,100.0,55.81,38.36,35.61,37.83,15.54,56.44,20.46,0.0,0.0,0.3,100.0,11.55,0.0,0.0,100.0,12.43,41.06,37.04,23.18,33.55,35.71,50.0,0.0,73.74,16.48,33.09,0.0,0.0,71.22,26.65,50.77,62.5,0.0,40.0,22.81,17.72,0.0,59.22,0.0,100.0,2.62,0.0,69.23,83.0,57.2,42.05,30.12,15.33,30.63,53.57,25.6,9.06,42.1,49.64,0.0,0.0,65.52,100.0,12.88,40.54,80.0,30.0,57.32
02,240200519,CC du Canton d'Oulchy-le-Château,0.0,83.81,91.67,70.5,55.95,1.43,25.0,56.37,49.72,84.67,0.0,0.0,47.67,30.55,47.6,0.0,0.0,53.68,18.23,1.61,0.0,0.3,100.0,10.52,0.0,0.0,0.0,8.71,35.91,17.04,3.19,33.55,13.23,100.0,0.0,86.71,27.72,19.85,0.0,8.0,19.86,26.65,46.44,66.94,0.0,6.17,3.51,0.0,0.0,100.0,0.0,100.0,0.0,0.0,76.92,83.19,62.12,42.38,42.17,10.0,42.44,53.57,12.55,4.28,16.48,53.52,0.0,0.0,66.67,100.0,7.04,55.33,82.0,30.0,55.48
02,240200576,CC de la Champagne Picarde,0.0,100.0,100.0,72.67,47.36,41.64,75.0,47.06,48.31,100.0,0.0,47.31,43.02,34.91,51.39,14.02,0.0,55.52,21.5,0.0,0.0,0.4,100.0,12.73,0.0,13.33,10.71,11.27,37.28,23.7,41.52,33.55,23.81,100.0,41.71,85.68,21.2,56.91,66.35,0.0,65.2,26.65,48.66,99.72,50.0,34.78,7.02,11.39,0.0,71.0,0.0,100.0,10.03,0.0,69.23,79.01,53.03,52.98,38.82,90.0,32.62,53.57,23.29,29.49,9.86,38.36,0.0,0.0,64.37,100.0,23.77,69.35,90.0,30.0,52.84
02,240200584,CC du Canton de Charly-sur-Marne,0.0,89.97,90.28,3.55,55.95,0.0,50.0,53.24,51.69,98.67,0.0,0.0,40.7,39.45,53.54,43.41,0.0,50.61,54.34,14.52,0.0,0.5,100.0,11.17,0.0,0.0,62.5,27.29,18.27,15.93,26.13,33.55,36.77,100.0,0.0,74.58,24.87,43.97,75.32,0.0,100.0,26.65,44.32,75.28,0.0,53.24,38.6,30.38,0.95,87.19,0.0,100.0,0.0,0.0,76.92,73.69,56.44,38.08,30.52,34.67,47.22,51.79,56.12,19.6,39.48,58.83,0.0,0.0,56.32,100.0,5.44,36.96,72.0,30.0,57.84
02,240200592,CC du Chemin des Dames,0.0,88.32,98.61,49.84,54.58,0.0,50.0,47.06,48.6,20.0,0.0,0.0,56.4,22.91,50.0,0.0,0.0,53.99,20.12,0.0,0.0,0.5,100.0,10.85,100.0,0.0,100.0,93.26,40.35,20.0,11.88,33.55,58.99,100.0,0.0,87.89,30.26,63.38,65.06,0.0,72.26,26.65,52.74,100.0,0.0,24.17,0.0,11.39,0.0,98.46,0.0,100.0,14.18,0.0,76.92,82.62,51.52,40.07,52.61,21.67,42.93,51.79,25.8,3.62,15.71,38.46,0.0,8.0,64.37,100.0,12.88,30.65,78.0,30.0,60.87
02,240200600,CC des Trois Rivières,0.0,100.0,100.0,26.48,42.15,15.59,50.0,47.06,17.42,100.0,45.64,0.0,29.65,39.82,21.97,50.43,26.65,36.2,29.75,0.0,0.0,0.2,100.0,10.42,42.8,0.0,98.21,45.88,36.13,2.22,7.13,33.55,33.6,100.0,84.02,79.52,19.4,50.0,33.33,0.0,50.49,26.65,30.06,100.0,50.0,44.77,0.0,60.97,0.0,96.96,0.79,100.0,65.88,15.57,76.92,61.54,0.0,5.96,40.29,4.67,32.07,44.64,4.32,84.68,52.95,73.15,0.0,0.0,67.82,100.0,3.32,46.3,52.0,30.0,35.16
02,240200634,CC des Portes de la Thiérache,0.0,100.0,100.0,39.71,52.95,0.0,75.0,42.65,21.91,82.0,0.0,0.0,26.16,28.91,44.44,6.45,0.0,44.79,36.63,0.0,0.0,0.0,100.0,2.96,64.84,46.67,100.0,100.0,61.33,0.0,57.25,33.55,0.0,100.0,0.0,89.08,39.89,37.65,0.0,0.0,30.17,26.65,31.67,100.0,0.0,44.2,0.0,0.0,0.0,100.0,0.53,100.0,14.09,0.0,76.92,69.14,11.74,14.24,33.2,86.67,31.22,44.64,0.0,67.55,56.33,22.06,0.0,0.0,68.97,100.0,6.24,44.35,12.0,30.0,39.29
03,200071082,CA Montluçon Communauté,85.78,39.47,47.22,60.36,78.17,0.0,50.0,51.96,30.06,100.0,89.07,0.0,0.0,55.27,15.15,78.48,87.01,46.01,35.43,22.58,0.0,0.4,100.0,16.93,31.31,13.33,0.0,64.46,56.29,37.04,54.63,51.5,0.0,0.0,0.0,0.0,30.69,56.76,53.85,0.0,32.6,31.56,38.91,69.44,100.0,62.2,0.0,79.96,0.0,41.28,1.66,100.0,90.12,64.43,61.54,45.2,28.79,47.02,22.89,48.33,57.07,44.64,57.83,100.0,44.67,64.53,0.0,0.0,64.37,50.0,23.51,56.2,0.0,48.21,30.55
03,200071140,CA Moulins Communauté,24.49,86.18,66.67,43.74,81.96,0.0,50.0,54.41,39.61,100.0,69.07,39.62,38.37,46.18,37.75,53.22,43.3,47.55,36.97,14.52,0.0,0.6,87.73,15.74,23.69,66.67,0.0,57.03,32.46,91.11,54.95,51.5,14.81,0.0,88.64,46.32,29.56,61.76,62.18,0.0,92.76,31.56,45.18,53.06,100.0,63.94,0.0,64.14,0.0,95.47,0.01,100.0,81.5,64.14,61.54,49.0,44.7,41.72,31.06,53.33,72.16,48.21,85.24,100.0,35.48,54.61,0.0,0.0,65.52,0.0,34.66,69.24,0.0,48.21,47.81
03,200071363,CA Vichy Communauté,56.62,83.67,51.39,26.06,80.9,17.4,50.0,47.43,39.33,84.67,23.52,0.0,15.12,48.0,22.85,76.92,78.35,46.63,35.6,14.52,0.0,0.91,44.19,22.77,96.97,20.0,7.14,54.47,44.12,52.59,57.58,51.5,63.49,100.0,0.0,27.99,39.73,53.68,47.76,0.0,23.1,31.56,40.68,15.83,0.0,66.45,0.0,73.63,0.29,51.35,0.0,63.29,86.85,79.86,46.15,47.86,36.74,44.04,27.31,48.0,73.27,42.86,56.43,100.0,36.0,58.2,0.0,0.0,64.37,50.0,21.65,40.0,0.0,48.21,44.26
03,200071389,CC Saint-Pourçain Sioule Limagne,69.05,98.16,30.56,0.0,75.66,0.0,75.0,53.24,37.92,66.0,0.0,0.0,29.65,30.18,44.57,24.38,8.3,39.88,23.9,0.0,0.0,0.4,7.36,9.27,26.45,33.33,66.07,35.66,30.43,38.52,45.95,51.5,12.43,0.0,12.38,44.24,38.22,34.71,30.77,0.0,17.89,31.56,41.31,16.11,100.0,67.59,10.53,40.93,0.0,97.55,0.0,100.0,65.26,8.0,53.85,61.16,48.48,46.03,44.71,56.33,80.81,50.0,49.4,74.96,43.43,16.35,100.0,0.0,70.11,0.0,25.9,39.67,0.0,48.21,51.58
03,200071470,CC Entr'Allier Besbre et Loire,15.44,75.6,58.33,17.31,85.75,0.0,75.0,50.84,30.62,74.0,0.0,0.0,12.79,34.91,49.37,0.0,0.0,37.12,29.58,11.29,0.0,0.1,4.74,4.2,27.39,0.0,0.0,52.61,37.55,18.89,37.59,51.5,0.0,0.0,14.96,64.11,37.47,33.68,17.63,0.0,24.55,31.56,37.39,35.28,50.0,69.58,0.0,37.76,0.0,95.09,0.0,100.0,83.15,51.57,53.85,63.63,37.88,51.99,40.29,47.33,81.66,51.79,43.57,60.79,38.33,21.51,0.0,0.0,71.26,50.0,19.79,63.04,0.0,48.21,47.29
03,200071496,CC du Bocage Bourbonnais,69.44,72.37,36.11,8.77,86.55,100.0,75.0,55.51,29.78,47.33,0.0,0.0,16.28,31.09,61.62,0.0,0.0,37.73,30.78,0.0,0.0,0.2,53.47,3.8,0.0,20.0,51.79,68.64,19.69,11.85,19.08,51.5,0.0,100.0,0.0,59.47,40.73,46.62,75.0,0.0,51.24,31.56,39.84,68.33,50.0,71.66,24.56,30.38,3.32,97.09,6.21,100.0,89.03,54.0,46.15,60.02,30.68,50.66,49.67,39.67,100.0,46.43,47.19,62.11,0.0,28.54,0.0,0.0,68.97,100.0,27.22,68.37,0.0,48.21,45.71
03,200071512,CC Commentry Montmarault Néris Communauté,73.96,49.76,20.83,43.26,88.61,100.0,50.0,53.31,31.18,72.67,38.77,2.31,5.23,37.45,33.96,38.59,0.0,38.96,24.94,0.0,0.0,0.1,28.04,7.59,5.19,0.0,78.57,40.07,57.44,26.67,23.83,51.5,0.0,0.0,0.0,60.02,28.05,32.21,0.0,0.0,31.56,31.56,38.65,100.0,100.0,62.0,0.0,44.09,0.0,94.79,0.7,100.0,88.5,53.43,61.54,60.02,42.42,38.74,40.83,37.0,60.59,50.0,50.1,73.97,22.38,33.72,41.05,0.0,68.97,0.0,24.3,66.74,0.0,48.21,49.29
03,240300491,CC du Pays de Lapalisse,82.34,45.86,48.61,26.18,92.56,0.0,75.0,47.06,33.43,74.67,0.0,0.0,23.26,38.36,52.4,0.0,0.0,35.28,26.66,0.0,0.0,0.1,0.0,4.42,2.17,0.0,0.0,21.49,25.61,50.37,29.73,51.5,12.17,100.0,0.0,46.81,38.81,27.21,0.0,0.0,0.0,31.56,36.35,32.22,0.0,40.22,45.61,34.6,20.71,89.81,0.0,100.0,92.21,73.0,69.23,65.15,36.36,53.64,31.73,2.67,76.23,50.0,56.33,73.15,55.76,32.84,100.0,0.0,66.67,100.0,21.65,67.39,0.0,48.21,50.9
03,240300558,CC du Pays de Tronçais,100.0,88.95,30.56,22.4,80.97,66.9,75.0,57.84,22.47,0.0,0.0,0.0,16.28,18.91,63.38,0.0,0.0,29.75,30.44,0.0,0.0,0.0,6.54,2.41,0.0,0.0,0.0,60.51,12.46,0.0,57.08,51.5,46.83,50.0,0.0,69.66,45.81,47.94,85.9,0.0,11.52,31.56,30.12,100.0,0.0,58.16,0.0,0.0,0.0,95.27,1.7,100.0,86.79,68.86,61.54,50.71,26.89,33.11,48.33,20.67,100.0,44.64,100.0,74.3,0.0,34.38,0.0,0.0,73.56,100.0,19.79,71.52,0.0,48.21,47.45
03,240300566,CC du Val de Cher,79.17,44.74,29.17,45.22,86.61,0.0,75.0,61.76,43.26,91.33,0.0,0.0,29.65,37.45,51.14,42.97,0.0,40.49,18.4,3.23,0.0,0.1,27.71,7.25,100.0,0.0,26.79,51.68,37.39,21.48,30.71,51.5,11.38,100.0,0.0,50.29,36.29,66.18,35.58,0.0,100.0,31.56,43.53,68.33,0.0,83.02,100.0,0.0,0.0,94.41,0.0,100.0,86.09,41.86,69.23,68.95,56.82,50.33,36.81,0.0,67.9,55.36,69.88,13.84,21.1,56.85,0.0,0.0,66.67,100.0,34.13,49.02,0.0,48.21,55.77
